index,target,tags
26760,16,alcohol | beer | beer bottle | beer can | beverage | bottle | can | liquor | liquid | soda | wine bottle | yellow
49746,70,flower | green | red | rose | stem | tulip
16884,29,animal | floor | gecko | tail | toy
2376,84,condiment | table | dinning table | food | juice
16932,38,animal | area | baby elephant | chase | trumpet | grass | grassy | green | lush | rhinoceros | stand | walk
17670,85,army tank | artifact | display | tank
27337,3,floor | person | man | park bench | pet
29830,38,animal | cat | floor | pet | stand
44415,97,animal | floor | husky | snow | stare
17671,20,armchair | chair | daybed | floor | shadow | stool | yellow
20517,70,fill | flower | pink | red | rose | sky
21303,16,toilet paper | beverage | blender | container | cup | table | food | home appliance | lid | liquid | milkshake | package | paper towel | yoghurt
44069,14,ball | baseball glove | bat | black | butterfly | floor | hardwood floor | lay | toy | wood floor | yellow
29760,64,animal | bat | branch | night | possum | tail | tree | tree branch | white
36530,48,dirt bike | moped | motorbike | motorcycle | motorcyclist | red | ride | scooter
14350,60,field | grass | green | lush | stand | yellow
35508,20,armchair | chair | daybed | pad | furniture | hassock | pillow | red | stool | swivel chair
31322,75,animal | car | floor | raccoon | squirrel | toy | toy car
41241,23,blue | cloud | cloudy | fly | sea | sky
12742,40,floor | footstall | parking meter | pavement | pole | stool | street sign
47686,41,blue | car | motorcycle | toy | toy car
48651,23,cat | cloud | cloudy | sky | stare | white
39731,22,alarm clock | clock | dial | stop watch | watch
11992,31,animal | baby elephant | elephant | enclosure | stand | white
41217,50,animal | field | grass | grassy | koala | lush | rodent | squirrel | stand
21081,26,carrot | plate | food | pastry | peak | platter | potato | white
24681,96,car | man | purple | woman
38401,5,bed | bedcover | bedroom | blanket | comfort | pillow | pink | room | stool
4403,19,animal | brown | buffalo | bull | calf | cattle | trumpet | cow | cowboy hat | grass | green | lush | stand | straw hat | sun hat
44168,76,building | cloud | selfie | sky
44384,80,animal | dirt field | dog | floor | stand | stare | walk
14,71,boat | calm | horizon | sea | sky | sun | sunset | water
33199,18,flower | glass vase | green | greenery | houseplant | plant | stem | vase | window sill
17552,96,grass | green | lush | tree
24660,78,reptile | snake | tail
34725,89,dozer | drive | equipment | forklift | man | school bus | yellow
1160,59,skate | park | photo | skateboarder | skater
27355,0,apple | fruit | green | red
48318,80,animal | dog | floor | food | leash | ledge | stand | walk | white
20870,48,attach | motorbike | motorcycle | scooter
43779,63,animal | dog | koala | lush | nose | stare | tree | white
47062,69,fighter jet | cloud | cloudy | fly | missile | rocket | sky | yellow
42363,37,building
30021,79,animal | bird | bird house | green | greenery | lush | tree | woodpecker
18532,98,floor | girl | handstand | pose | stretch | woman
14862,22,alarm | alarm clock | clock | electronic | radio | stop watch
38784,26,animal | floor | man | miniature | stand | stool | toy
14091,59,motorcycle | skateboarder | sky | tree | trick
38329,36,animal | doll | girl | pet
48429,56,building | palm tree | pole | sky | street sign
20485,49,car window | green | lush | mountain | mountain view | sky | train window | tree
13646,28,lamp | candle | candle holder | dark | light | illuminate | liquid | red | reflection
1384,12,animal | sea | stand | water
20559,43,animal | pet
39948,86,attach | chair | dial | electronic | phone | rocking chair
37618,55,animal | blanket | ferret | floor | ice | ice floe | iceberg | ledge | otter | sea lion | seal | snow | stand
12781,41,car | green | miniature | mower | toy | toy car
41027,98,brush | computer | computer monitor | computer screen | cosmetic | table | girl | laptop | pink | shirt | woman
40523,23,lamp | chair | table | dinning table | room | stool
9381,61,blue | circle
12018,58,car | pick up | red | truck
32748,73,jaw | mouth | sea | open | shark | swim | water | white
45584,53,table | juice | liquid | orange | orange juice | white | yellow
10560,93,swimwear | blue | dive | diver | goggles | person | man | sea | snorkel | swim | swimmer | underwater | water | woman
19327,63,animal | explosion
40451,21,floor | person | ledge | man | sit | sweatshirt | wear | woman
43382,84,bureau | chair | table | dinning table | room | stool
13202,11,boy | car seat | child | lap | sit
29796,29,animal | floor | handstand | snow | stand | stretch | tail
33305,97,animal | blanket | curtain | pillow | snow | stare
29606,69,balance | lighthouse | floor | gymnast | handstand | man | pole | skateboarder | sky | stretch | stunt | trick
40212,68,blanket | snowstorm | car | highway | road | rural | snow | snowy | winter
6452,90,black | building | bus | decker bus | drive | image | photo | road | travel | white
6740,11,boy | child | floor | overall | park bench | rail | red | safety vest | shirt | wear
35176,21,ape | chimpanzee | hood | hoodie | monkey | robe | selfie | stare | sweatshirt | wear
39850,63,animal | badger | floor | food | grass | hide | lush | mouse | pet | possum | rodent | squirrel | stand
11368,83,apple | bell pepper | fruit | pepper | produce | red | stem | tomato | vegetable
37177,85,army tank | crop | dirt field | dirt track | equipment | field | grain | plow | tank
456,54,animal | doll | figurine | stool | toy
15030,78,animal | catch | leash | neckband | pet | stand | white
33415,44,flip | floor | handstand | lay | man | pillow | woman | wrestle
17600,91,animal | dark | fish | night | night view | sea | stand
22372,16,bottle | table | liquid | syringe | toothpaste | tube
657,98,black | man | photo | pose | smile | stand | tie | wear
37208,78,blue | sculpture
34148,50,animal | mouse | pet
37243,23,city | city skyline | city view | hill | hillside | sky
813,66,animal | bear | green | polar bear | stand | toy | white
27970,23,blue | blue sky | cloud | cloudy | daylight | fly | kite | sea | sky
1655,50,animal | cabinet | table | drawer | floor | food | hardwood floor | kitchen sink | pet | stool | wood floor
43185,90,dirt track | drive | sea | railroad | rural | tank | track | trailer truck | train car | train track | travel
48583,69,catch | girl | person | man | pole | selfie | sky | stand | umbrella | woman
49921,94,cabinet | chair | closet | dresser | stool
1479,5,bed | bedroom | closet | pillow | room
48566,71,building | cloud | cloudy | night view | sea | sky
22739,33,curtain
20340,89,drive | fence | fire truck | park | red
40354,10,carrot | container | cup | white
39720,20,chair | stool
32424,36,animal | cage | guinea pig | hamster | mouse | pet | rodent | stand
44654,1,aquarium | fish | fishbowl | goldfish | tank | swim
16059,89,excavator | dozer | equipment | grass | lush | machine | plow | tractor | yellow
37926,2,baby | bed | blanket | boy | child | infant bed | diaper | lay | pillow | selfie | smile | white
47475,43,animal | brown | brown bear | lion | mane | stand | stare
37124,18,ant | black | bug | caterpillar | leaf | green | insect | larva | plant | stem | tree | worm | yellow
11131,67,computer screen | image | man | selfie | sky | stingray
33097,36,animal | guinea pig | hamster | pet | remote | selfie | squirrel | stare
46987,37,building | car window | pillar | gazebo | white house
34623,14,animal | bear | bear cub | black | brown bear | climb | paw | stand | tree
1725,91,car | dark | night
10389,63,animal | bear | bear cub | brown | brown bear | brush | enclosure | lush | stand | teddy | tree
38595,42,animal | bear cub | brown | brown bear | cub | hide | peak | stone | sit | teddy | tree
9945,17,building | city
42069,96,cactus | park | park bench | picnic table | tree
11509,77,animal | brown | floor | head | paw | tortoise
20888,35,child | doorway | girl | pink | shirt | stand | stare | wear
33300,66,animal | husky | raccoon | stare | white
2244,73,jaw | sea | shark | tank | swim | underwater | white
46239,5,bed | bedcover | bedroom | lamp | chair | comfort | nightstand | pillow | red | room
10030,42,animal | squirrel | window
40993,15,animal | camel | miniature | stand
38151,84,alcohol | bottle | table | dining room | dinning table | food | person | kitchen table | room | tablecloth | wine glass
32872,89,car | road | school bus | tow truck | yellow
38066,75,animal | black | cat | enclosure | floor | lay | ledge | mud | puddle | walk | white
25198,20,back | blue | chair | purple | stool | white
11102,90,railroad | steam engine | steam train | track | train | train track | travel
13482,8,attach | bicycle | bicycle helmet | floor
38400,13,bus | camper | city bus | drive | park | recreational vehicle | road | school bus | tour bus | white
45079,51,donut | fungi | grass | green | lush | white
38438,7,beetle | bottle | bug | building | green | tank
45949,25,armchair | brown | chair | couch | floor | furniture | living room | pillow | room | stool | wood floor
32850,93,animal | car | motorcycle | tortoise | toy car | turtle
5573,41,equipment | floor | golf club | mower | red | tractor
3681,96,city park | grass | green | lush | park | park bench | pond | tree
30858,27,grass | lush | park | park bench
48805,55,animal | bear cub | brown | brown bear | enclosure | floor | lay | otter | paw | stone | zoo
43285,69,lighthouse | bottle | explosion | man | missile | rocket
16096,16,alcohol | toilet paper | beer | beer can | beverage | bottle | roll | can | coffee cup | coke | table | paper towel | soda | toothpaste
4124,5,bathroom | bathroom accessory | bed | bedroom | floor | room
21698,89,atv | blue | car | miniature | monster truck | motorcycle | stop sign | toy | toy car
41811,57,doll | food | garlic | nut | onion | potato
39486,66,animal | bear | beverage | brown bear | goggles | stuff | teddy | toy | wear
35976,46,ceiling | hand | game controller | man | play | remote | room | selfie | shirt | stand | video game | wear | Wii | Wii controller
21204,63,animal | brown | brown bear | floor | koala | paw | pillow | stuff | teddy
33612,45,carrot | plate | food | fruit | image | vegetable
47479,56,person | park | stand | tree | walk
1497,90,building | railroad | track | train | train car | train track
25154,61,blue | plate | paper plate
13247,84,canteen | chair | table | dinning table | food | stool
2153,74,animal | brown | brown bear | floor | food | stand
2116,68,path | lush | road | rural | tree
11737,91,animal | brush | field | floor | grass | grassland | habitat | hippo | plain | savanna | tortoise
10407,7,bottle | brush | catch | hand | green | remote | selfie | toy
45513,93,animal | purple | sea turtle | sky | stuff | tortoise | toy | turtle
27458,71,sky
12813,75,animal | black | grass | lush | magpie | polecat | squirrel | tail
49927,75,animal | badger | black | dog | floor | neckband | paw | polecat | tail | white
1026,91,animal | catch | hand | game controller | person | paw | pet | play | remote | Wii
38258,42,animal | pet
14172,39,building | office building
47742,13,car | license plate | park | red | van
48816,58,car | pillar | drive | pick up | red | truck
44694,42,animal | brown | dog | pet
11001,20,armchair | chair | pad | stool | white
48678,43,animal | brown | lion | mane | pet
21224,43,animal | black | cowboy hat | hat | photo | sun hat | wear | white
8398,15,animal | brown | enclosure | floor | horse | lay | paw | pen | pet | relax | stand | stretch
26191,97,animal | blue | bow tie | brown | dog | goggles | neckband | paw | pet | stare | wear
